OBJECTID,ID305B,ATTAINS_HUC4,CYCLE,WATER_NAME,CATEGORY,TYPE,SIZE,UNIT,CAUSE_NAME,ACTN_TYPE_CODE,TMDL_ID,TMDL_NAME,ESTABLISHMENT_DATE,COMMENT,HUC4CODE,HUCNAME,BASIN,DEQ_ADM,WEB_LINK
988,ID17040208SK010_02,17040208,2022,Garden Creek - source to mouth,CAT 4A,RIVER,19.43,Miles,"PHOSPHORUS, TOTAL",TMDL,2016,PORTNEUF RIVER,16-Apr-01,,17040208,Portneuf,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2016
1004,ID17040208SK012L_0L,17040208,2022,Hawkins Reservoir,CAT 4A,"LAKE, FRESHWATER",67.42,Acres,"PHOSPHORUS, TOTAL",TMDL,39000,PORTNEUF RIVER TMDL,29-Jul-10,"12/3/2013 (NED) - The Portneuf River TMDL Revision and Addendum approved July 29, 2010 established a reservoir target for dissolved oxygen of 6.0 mg/L and a chlorophyll a target of 0.015 mg/L. However, EPA claims in their comments to the draft 2012 IR that DEQ did not provide an explanation as to why the chlorophyll a target was selected; no explanation of why this is an appropriate surrogate for DO impairment, no loading capacity, load allocations, margin of safety and discussion on seasonable variation for chlorophyll a. Therefore, DEQ moved DO back to Category 5 and has no intention on developing another TMDL to address DO.     ",17040208,Portneuf,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/39000
1052,ID17040208SK016_05,17040208,2022,Portneuf River- Twentyfour Mile Creek to Marsh Creek,CAT 4A,RIVER,52.21,Miles,"PHOSPHORUS, TOTAL",TMDL,2016,PORTNEUF RIVER,16-Apr-01,,17040208,Portneuf,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2016
1036,ID17040208SK015_03a,17040208,2022,Birch Creek - Mill Creek to I-15 road crossing,CAT 4A,RIVER,2.8,Miles,"PHOSPHORUS, TOTAL",TMDL,2016,PORTNEUF RIVER,16-Apr-01,,17040208,Portneuf,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2016
1084,ID17040209SK002_07,17040209,2022,Snake River - Minidoka Dam to Heyburn/Burley Bridge ,CAT 4A,RIVER,19.54,Miles,"PHOSPHORUS, TOTAL",TMDL,649,LAKE WALCOTT,27-Jun-00,,17040209,Lake Walcott,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/649
1244,ID17040212SK033_02,17040212,2022,Billingsley Creek - source to mouth,CAT 4A,RIVER,8.13,Miles,"PHOSPHORUS, TOTAL",TMDL,125,BILLINGSLEY CREEK,23-Aug-93,,17040212,Upper Snake-Rock,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/125
1252,ID17040212SK035_04,17040212,2022,Pioneer Reservoir,CAT 4A,"LAKE, FRESHWATER",228.92,Acres,"PHOSPHORUS, TOTAL",TMDL,2018,"SNAKE-ROCK, UPPER",25-Aug-00,,17040212,Upper Snake-Rock,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2018
1196,ID17040212SK011_02,17040212,2022,"Mud Creek - source to Deep Creek Road (T09S, R14E)",CAT 4A,RIVER,9.54,Miles,"PHOSPHORUS, TOTAL",TMDL,2018,"SNAKE-ROCK, UPPER",25-Aug-00,,17040212,Upper Snake-Rock,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2018
1204,ID17040212SK013_04,17040212,2022,"Rock Creek -river mile 25 (T11S, R18E, Sec. 36) to mouth",CAT 4A,RIVER,4.63,Miles,"PHOSPHORUS, TOTAL",TMDL,2018,"SNAKE-ROCK, UPPER",25-Aug-00,,17040212,Upper Snake-Rock,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2018
1132,ID17040211SK004_02,17040211,2022,Trapper Creek - source to Squaw Creek,CAT 4A,RIVER,32.59,Miles,"PHOSPHORUS, TOTAL",TMDL,10680,GOOSE CREEK TMDL,25-Jul-04,,17040211,Goose,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/10680
1140,ID17040211SK006_02,17040211,2022,Beaverdam Creek - source to mouth,CAT 4A,RIVER,55.89,Miles,"PHOSPHORUS, TOTAL",TMDL,10680,GOOSE CREEK TMDL,25-Jul-04,,17040211,Goose,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/10680
1156,ID17040211SK012_04,17040211,2022,Birch Creek - source to mouth,CAT 4A,RIVER,11.9,Miles,"PHOSPHORUS, TOTAL",TMDL,10680,GOOSE CREEK TMDL,25-Jul-04,,17040211,Goose,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/10680
1164,ID17040212SK000_02,17040212,2022,1st and 2nd order tribs to Yahoo and Deep Creek,CAT 4A,RIVER,391.97,Miles,"PHOSPHORUS, TOTAL",TMDL,2018,"SNAKE-ROCK, UPPER",25-Aug-00,,17040213,Salmon Falls,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2018
60,ID16010201BR025_02,16010201,2022,Soda Creek - source to Soda Creek Reservoir,CAT 4A,RIVER,16.13,Miles,"PHOSPHORUS, TOTAL",TMDL,30351,BEAR RIVER/MALAD RIVER SUBBASIN ASSESSMENT AND TMDL PLAN,29-Jun-06,Not listed for pollutants but TMDLs written for nutrients and sediment.  Refer to Bear River/Malad River Subbasin Assessment and TMDL Plan (March 2006).,16010201,Bear Lake,Bear River,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/30351
68,ID16010202BR003_03,16010202,2022,Cub River - Sugar Creek to Maple Creek,CAT 4A,RIVER,5.28,Miles,"PHOSPHORUS, TOTAL",TMDL,30351,BEAR RIVER/MALAD RIVER SUBBASIN ASSESSMENT AND TMDL PLAN,29-Jun-06,"1998 listed for flow, sediment, and nutrients.  Sediment and nutrient TMDLs completed and approved in 2006.   Refer to Bear River/Malad River Subbasin Assessment and TMDL Plan (March 2006).",16010202,Middle Bear,Bear River,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/30351
76,ID16010202BR006_02,16010202,2022,Bear River-Oneida Narrows Reservoir Dam to Idaho/Utah border,CAT 4A,RIVER,49.37,Miles,"PHOSPHORUS, TOTAL",TMDL,30351,BEAR RIVER/MALAD RIVER SUBBASIN ASSESSMENT AND TMDL PLAN,29-Jun-06,"7/20/17 (HH, JW): Per WBAG III (IDEQ, 2016), salmonid spawning is a subcategory of cold water aquatic life use, and salmonid spawning is not supported if cold water aquqtic life use is not supported.",16010202,Middle Bear,Bear River,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/30351
44,ID16010201BR006_03,16010201,2022,Lower Stauffer Creek - Spring Creek to Bear River,CAT 4A,RIVER,4.14,Miles,"PHOSPHORUS, TOTAL",TMDL,30351,BEAR RIVER/MALAD RIVER SUBBASIN ASSESSMENT AND TMDL PLAN,29-Jun-06,TSS and TP TMDLs approved in 2006.,16010201,Bear Lake,Bear River,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/30351
100,ID16010202BR010_02,16010202,2022,Williams Creek - source to mouth,CAT 4A,RIVER,20.49,Miles,"PHOSPHORUS, TOTAL",TMDL,30351,BEAR RIVER/MALAD RIVER SUBBASIN ASSESSMENT AND TMDL PLAN,29-Jun-06,"8/16/17 (GM, HH: Numerous brook trout and RBT < 100 mm present on 8-14-2001 in IDFG sample. No current USFS data.",16010202,Middle Bear,Bear River,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/30351
108,ID16010202BR012_02,16010202,2022,Whiskey Creek - source to mouth,CAT 4A,RIVER,4.91,Miles,"PHOSPHORUS, TOTAL",TMDL,30351,BEAR RIVER/MALAD RIVER SUBBASIN ASSESSMENT AND TMDL PLAN,29-Jun-06,,16010202,Middle Bear,Bear River,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/30351
140,ID16010204BR002_02a,16010204,2022,Campbell Creek,CAT 4A,RIVER,2.87,Miles,"PHOSPHORUS, TOTAL",TMDL,30351,BEAR RIVER/MALAD RIVER SUBBASIN ASSESSMENT AND TMDL PLAN,29-Jun-06,,16010204,Lower Bear-Malad,Bear River,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/30351
148,ID16010204BR006_02,16010204,2022,Susan Hollow,CAT 4A,RIVER,4.04,Miles,"PHOSPHORUS, TOTAL",TMDL,30351,BEAR RIVER/MALAD RIVER SUBBASIN ASSESSMENT AND TMDL PLAN,29-Jun-06,,16010204,Lower Bear-Malad,Bear River,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/30351
156,ID16010204BR008_02,16010204,2022,Malad River - mouth and unnamed tributaries to N Fk Canyon,CAT 4A,RIVER,117.09,Miles,"PHOSPHORUS, TOTAL",TMDL,30351,BEAR RIVER/MALAD RIVER SUBBASIN ASSESSMENT AND TMDL PLAN,29-Jun-06,1998 Listed for sediment.  Sediment and nutrient TMDLs completed and approved in 2006.   Refer to Bear River/Malad River Subbasin Assessment and TMDL Plan (March 2006).,16010204,Lower Bear-Malad,Bear River,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/30351
164,ID16010204BR009_02,16010204,2022,Little Malad River - headwaters to Daniels Reservoir,CAT 4A,RIVER,36.04,Miles,"PHOSPHORUS, TOTAL",TMDL,30351,BEAR RIVER/MALAD RIVER SUBBASIN ASSESSMENT AND TMDL PLAN,29-Jun-06,1998 listed for sediment.  Sediment and nutrient TMDLs completed and approved in 2006.   Refer to Bear River/Malad River Subbasin Assessment and TMDL Plan (March 2006).,16010204,Lower Bear-Malad,Bear River,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/30351
172,ID16010204BR011_03,16010204,2022,Dairy Creek - source to mouth,CAT 4A,RIVER,5.41,Miles,"PHOSPHORUS, TOTAL",TMDL,53480,Bear River/Malad Subbasin TMDL Addendum,13-Sep-13,,16010204,Lower Bear-Malad,Bear River,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/53480
124,ID16010202BR020_02,16010202,2022,Weston Creek - unnamed tributaries,CAT 4A,RIVER,32.2,Miles,"PHOSPHORUS, TOTAL",TMDL,30351,BEAR RIVER/MALAD RIVER SUBBASIN ASSESSMENT AND TMDL PLAN,29-Jun-06,"1998 listed for flow, sediment, and nutrients.  Sediment and nutrient TMDLs completed and approved in 2006.   Refer to Bear River/Malad River Subbasin Assessment and TMDL Plan (March 2006).",16010202,Middle Bear,Bear River,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/30351
1980,ID17060103SL016_02,17060103,2022,"Tammany Creek-source to Unnamed Tributary(T34N, R04W, Sec19)",CAT 4A,RIVER,18.48,Miles,"PHOSPHORUS, TOTAL",TMDL,39572,TAMMANY CREEK WATERSHED TMDL ADDENDUM,17-Dec-10,,17060103,Lower Snake-Asotin,Salmon,LRO,https://mywaterway.epa.gov/plan-summary/IDEQ/39572
1812,ID17050114SW005_06b,17050114,2022,Boise River-Middleton to Indian Creek,CAT 4A,RIVER,7.84,Miles,"PHOSPHORUS, TOTAL",TMDL,65220,Lower Boise River Total Phosphorus TMDL (2015 Addendum),22-Dec-15,,17050114,Lower Boise,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/65220
1924,ID17050201SW004_08,17050201,2022,"Brownlee Reservoir, Upper (Weiser to Porters Flat)",CAT 4A,"LAKE, FRESHWATER",1081.27,Acres,"PHOSPHORUS, TOTAL",TMDL,9781,SNAKE RIVER -- HELLS CANYON TMDL,1-Mar-04,,17050201,Brownlee Reservoir,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/9781
1932,ID17050201SW005_02,17050201,2022,Jenkins Creek - entire watershed,CAT 4A,RIVER,22.95,Miles,"PHOSPHORUS, TOTAL",TMDL,9489,BROWNLEE RESERVOIR -- WEISER FLAT,30-Sep-03,,17050201,Brownlee Reservoir,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/9489
1868,ID17050123SW008_05,17050123,2022,"Gold Fork - upper 5th order, above Gold Fork Ditch",CAT 4A,RIVER,2.61,Miles,"PHOSPHORUS, TOTAL",TMDL,221,CASCADE RESERVOIR -- PART I,13-May-96,,17050123,North Fork Payette,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/221
1652,ID17050101SW005_07,17050101,2022,Snake River - Clover Creek to Browns Creek,CAT 4A,RIVER,25,Miles,"PHOSPHORUS, TOTAL",TMDL,30361,KING HILL - CJ STRIKE RESERVOIR SUBBASIN ASSESSMENT AND TMDL,21-Jun-06,,17050101,C. J. Strike Reservoir,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/30361
1620,ID17040221SK006_03,17040221,2022,Fish Creek - Fish Creek Reservoir Dam to mouth,CAT 4A,RIVER,2.68,Miles,"PHOSPHORUS, TOTAL",TMDL,12256,LITTLE WOOD RIVER SUBBASIN TMDL,30-Sep-05,,17040221,Little Wood,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/12256
1540,ID17040219SK024_02,17040219,2022,Warm Springs Creek - source to and including Thompson Creek,CAT 4A,RIVER,73.68,Miles,"PHOSPHORUS, TOTAL",TMDL,2239,BIG WOOD RIVER WATERSHED,15-May-02,"4/23/2012 (S. Woodhead) - Changed salmonid spawning to an existing use. Fish data from BURP sites 1993STWFA003, 1999STWFA026, 1999STWFA027, 1999STWFA044 and 2005STWFA012 demonstrate evidence of salmonids less than 100mm (Idaho's WBAG II, p. 3-9).    6/12/2017 (SW, JW): Changed salmonid spawning to not fully supporting. Per WBAG III (IDEQ, 2016), salmonid spawning is a subcategory of Cold Water Aquatic Life use, and salmonid spawning use is not supported if Cold Water Aquatic Life is not supported.",17040219,Big Wood,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2239
1668,ID17050102SW008_04,17050102,2022,Sugar Valley Wash - 4th order,CAT 4A,RIVER,5.45,Miles,"PHOSPHORUS, TOTAL",TMDL,1998,BRUNEAU RIVER SUBBASIN,13-Mar-01,,17050102,Bruneau,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/1998
1676,ID17050103SW001_07a,17050103,2022,Snake River - State line to Boise River,CAT 4A,RIVER,4.19,Miles,"PHOSPHORUS, TOTAL",TMDL,9711,SNAKE RIVER -- MIDDLE/SUCCOR CREEK,5-Jan-04,,17050103,Middle Snake-Succor,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/9711
1692,ID17050103SW006_07b,17050103,2022,Snake River - Swan Falls to Marsing (RM425),CAT 4A,RIVER,36.13,Miles,"PHOSPHORUS, TOTAL",TMDL,9711,SNAKE RIVER -- MIDDLE/SUCCOR CREEK,5-Jan-04,,17050103,Middle Snake-Succor,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/9711
1268,ID17040213SK003_06,17040213,2022,Salmon Falls Creek - Salmon Falls Creek Dam to Devil Creek,CAT 4A,RIVER,27.56,Miles,"PHOSPHORUS, TOTAL",TMDL,34001,SALMON FALLS CREEK SUBBASIN TMDLS,27-Feb-08,,17040213,Salmon Falls,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/34001
1516,ID17040219SK001_06,17040219,2022,Malad River - confluence of Black Canyon Creek and Big Wood,CAT 4A,RIVER,17.81,Miles,"PHOSPHORUS, TOTAL",TMDL,2239,BIG WOOD RIVER WATERSHED,15-May-02,,17040219,Big Wood,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2239
1524,ID17040219SK005_05,17040219,2022,Seamans Creek - Slaughterhouse Creek to mouth,CAT 4A,RIVER,5.62,Miles,"PHOSPHORUS, TOTAL",TMDL,2239,BIG WOOD RIVER WATERSHED,15-May-02,,17040219,Big Wood,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2239
1556,ID17040220SK001_05,17040220,2022,Camas Creek - Elk Creek to Magic Reservoir,CAT 4A,RIVER,14.83,Miles,"PHOSPHORUS, TOTAL",TMDL,12257,CAMAS CREEK SUBBASIN TMDL,30-Sep-05,,17040220,Camas,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/12257
2675,ID17060306CL067_02,17060306,2022,Hatwai Creek - 1st and 2nd Order tributaries,CAT 4A,RIVER,37.53,Miles,"PHOSPHORUS, TOTAL",TMDL,39642,HATWAI CREEK SUBBASIN ASSESSMENT AND TMDLS,28-Dec-10,,17060306,Clearwater,Clearwater,LRO,https://mywaterway.epa.gov/plan-summary/IDEQ/39642
1939,ID17050201SW007_02,17050201,2022,Warm Springs Creek - 1st and 2nd order,CAT 4A,RIVER,32.62,Miles,"PHOSPHORUS, TOTAL",TMDL,9489,BROWNLEE RESERVOIR -- WEISER FLAT,30-Sep-03,,17050201,Brownlee Reservoir,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/9489
1867,ID17050123SW007L_0L,17050123,2022,Cascade Reservoir,CAT 4A,"LAKE, FRESHWATER",25039.52,Acres,"PHOSPHORUS, TOTAL",TMDL,1999,CASCADE RESERVOIR -- PART II,19-Apr-99,,17050123,North Fork Payette,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/1999
1875,ID17050123SW015_02,17050123,2022,Mud Creek - 1st and 2nd order,CAT 4A,RIVER,26.75,Miles,"PHOSPHORUS, TOTAL",TMDL,221,CASCADE RESERVOIR -- PART I,13-May-96,,17050123,North Fork Payette,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/221
1283,ID17040213SK005_03,17040213,2022,House Creek - source to Cedar Creek Reservoir,CAT 4A,RIVER,12.81,Miles,"PHOSPHORUS, TOTAL",TMDL,34001,SALMON FALLS CREEK SUBBASIN TMDLS,27-Feb-08,,17040213,Salmon Falls,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/34001
1219,ID17040212SK015_03,17040212,2022,McMullen Creek - source to mouth,CAT 4A,RIVER,9.41,Miles,"PHOSPHORUS, TOTAL",TMDL,2018,"SNAKE-ROCK, UPPER",25-Aug-00,,17040212,Upper Snake-Rock,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2018
1227,ID17040212SK019_07,17040212,2022,Snake River - Twin Falls to Rock Creek,CAT 4A,RIVER,12.58,Miles,"PHOSPHORUS, TOTAL",TMDL,2018,"SNAKE-ROCK, UPPER",25-Aug-00,,17040212,Upper Snake-Rock,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2018
1235,ID17040212SK022_03,17040212,2022,Dry Creek - source to mouth,CAT 4A,RIVER,9.85,Miles,"PHOSPHORUS, TOTAL",TMDL,12122,UPPER SNAKE ROCK TMDL (MODIFICATION),14-Sep-05,,17040212,Upper Snake-Rock,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/12122
1259,ID17040212SK036_04,17040212,2022,Clover Creek - source to Pioneer Reservoir,CAT 4A,RIVER,26.04,Miles,"PHOSPHORUS, TOTAL",TMDL,12122,UPPER SNAKE ROCK TMDL (MODIFICATION),14-Sep-05,"Per WBAG II, Section 6.5, ""If ALUS = not fully supporting, then salmonid spawning is not fully supporting.""",17040212,Upper Snake-Rock,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/12122
1803,ID17050114SW004_06,17050114,2022,Lake Lowell,CAT 4A,"LAKE, FRESHWATER",6059.2,Acres,"PHOSPHORUS, TOTAL",TMDL,39781,LAKE LOWELL TMDL (ADDENDUM TO LOWER BOISE RIVER SUBBASIN),6-Dec-10,,17050114,Lower Boise,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/39781
1643,ID17050101SW001_02,17050101,2022,CJ Strike Reservoir & Dry Creek - 1st and 2nd order,CAT 4A,RIVER,126.73,Miles,"PHOSPHORUS, TOTAL",TMDL,30361,KING HILL - CJ STRIKE RESERVOIR SUBBASIN ASSESSMENT AND TMDL,21-Jun-06,,17050101,C. J. Strike Reservoir,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/30361
1595,ID17040220SK018_05,17040220,2022,Camas Creek -  Cow Creek to Corral Creek,CAT 4A,RIVER,5.39,Miles,"PHOSPHORUS, TOTAL",TMDL,12257,CAMAS CREEK SUBBASIN TMDL,30-Sep-05,,17040220,Camas,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/12257
1603,ID17040220SK024_02,17040220,2022,Dairy Creek - source to Mormon Reservoir,CAT 4A,RIVER,29.56,Miles,"PHOSPHORUS, TOTAL",TMDL,12257,CAMAS CREEK SUBBASIN TMDL,30-Sep-05,,17040220,Camas,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/12257
1611,ID17040221SK001_05a,17040221,2022,Little Wood River,CAT 4A,RIVER,29.69,Miles,"PHOSPHORUS, TOTAL",TMDL,12256,LITTLE WOOD RIVER SUBBASIN TMDL,30-Sep-05,"6/11/2012 (NED) - This segment of the Little Wood River, from the East/West Canal diversion to the Silver Creek confluence typically does not receive water unless there is storage room needed in the reservoir. It also has been decreed as a dry stream due to water rights. Refer to page 115 of the Little Wood River Subbasin Assessment and TMDL for additional information.",17040221,Little Wood,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/12256
1579,ID17040220SK013_05,17040220,2022,Camas Creek - Corral Creek to Soldier Creek,CAT 4A,RIVER,10.47,Miles,"PHOSPHORUS, TOTAL",TMDL,12257,CAMAS CREEK SUBBASIN TMDL,30-Sep-05,,17040220,Camas,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/12257
995,ID17040208SK010_02b,17040208,2022,Garden Creek - lower,CAT 4A,RIVER,7.65,Miles,"PHOSPHORUS, TOTAL",TMDL,2016,PORTNEUF RIVER,16-Apr-01,"7/13/17 (JW): Per WBAG III (IDEQ, 2016), salmonid spawning is a subcategory of cold water aquatic life use, and salmonid spawning use is not supported if cold water aquatic life use is not supported.",17040208,Portneuf,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2016
1011,ID17040208SK013_02b,17040208,2022,Yellow Dog Creek - headwaters to Hawkins Creek,CAT 4A,RIVER,6.01,Miles,"PHOSPHORUS, TOTAL",TMDL,2016,PORTNEUF RIVER,16-Apr-01,,17040208,Portneuf,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2016
955,ID17040208SK004_02c,17040208,2022,South Fork Mink Creek - headwaters to Mink Creek,CAT 4A,RIVER,6.75,Miles,"PHOSPHORUS, TOTAL",TMDL,2016,PORTNEUF RIVER,16-Apr-01,"7/13/17 (JW): Per WBAG III, salmonid spawning is a subcategory of Cold Water Aquatic Life use, and salmonid spawning is not supported if Cold Water Aquatic Life is not supported.",17040208,Portneuf,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2016
963,ID17040208SK004_03a,17040208,2022,Mink Creek - S. Fk to E. Fk Mink Creek,CAT 4A,RIVER,2.82,Miles,"PHOSPHORUS, TOTAL",TMDL,2016,PORTNEUF RIVER,16-Apr-01,,17040208,Portneuf,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2016
1083,ID17040209SK002_02,17040209,2022,"Duck Creek, Spring Creek & 2nd order Snake River tributaries",CAT 4A,RIVER,41.44,Miles,"PHOSPHORUS, TOTAL",TMDL,649,LAKE WALCOTT,27-Jun-00,,17040209,Lake Walcott,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/649
1099,ID17040210SK003_04,17040210,2022,Cassia Creek - Conner Creek to mouth,CAT 4A,RIVER,12.76,Miles,"PHOSPHORUS, TOTAL",TMDL,10681,RAFT RIVER WATERSHED TMDL,27-Jul-04,,17040210,Raft,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/10681
1179,ID17040212SK007_02,17040212,2022,2nd order segments of Briggs Creeks and Cedar Draw,CAT 4A,RIVER,31.06,Miles,"PHOSPHORUS, TOTAL",TMDL,2018,"SNAKE-ROCK, UPPER",25-Aug-00,,17040212,Upper Snake-Rock,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2018
1123,ID17040210SK021_03,17040210,2022,Sublett Creek - source to Sublett Reservoir,CAT 4A,RIVER,5.9,Miles,"PHOSPHORUS, TOTAL",TMDL,10681,RAFT RIVER WATERSHED TMDL,27-Jul-04,"The overarching water quality problem in Sublett Creek is not any of the previously mentioned  water quality parameters. It is simply flow alteration. Typically, any water quality guideline or  standard, if it is violated, is violated when the water is shut off to the creek. Temperature, low  DO, and TSS are usually the parameters associated with flow alteration problems. In Sublett  Creek???s case, these parameters are buffered by the upstream watersheds water source and  quality. However, the beneficial uses of the creek remain impaired due to long periods of zero  flow during the spring filling period and during the summer when water is not required for the  crops.   See Raft River TMDL approver 2004 page 222 s.woodhead 1/10/10    BURP DAta supports assessment calls for smi as fully supportijng. 2006STWFA031 Sublett Creek  sw1/18/10    ",17040210,Raft,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/10681
1203,ID17040212SK012_03,17040212,2022,Cedar Draw - source to mouth,CAT 4A,RIVER,2.93,Miles,"PHOSPHORUS, TOTAL",TMDL,2018,"SNAKE-ROCK, UPPER",25-Aug-00,,17040212,Upper Snake-Rock,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2018
347,ID17010214PN039_03,17010214,2022,Upper Pack River - Hellroaring Cr to Colburn Cr,CAT 4A,RIVER,8.33,Miles,"PHOSPHORUS, TOTAL",TMDL,35767,PACK RIVER NUTRIENTS TMDLS,31-Dec-08,"2010: This assessment unit has a TMDL for temperature, 2007 Pend Oreille Tributaries Temperature TMDLs, approved by EPA in April 2008. CDA RO Staff reviewed this water body 1/12/2010 to update assessment status due to TMDL. The ""cause"" temperature was moved from Category 5 to 4a. ",17010214,Pend Oreille Lake,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/35767
707,ID17040204SK014_04,17040204,2022,Teton River - Felt Dam outlet to Milk Creek,CAT 4A,RIVER,1.66,Miles,"PHOSPHORUS, TOTAL",TMDL,4070,TETON RIVER SUBBASIN,24-Feb-03,,17040204,Teton,Upper Snake,IRO,https://mywaterway.epa.gov/plan-summary/IDEQ/4070
835,ID17040206SK022_02,17040206,2022,Tribs. to Snake R - btw river mile 791 to American Falls Res,CAT 4A,RIVER,147.92,Miles,"PHOSPHORUS, TOTAL",TMDL,42340,AMERICAN FALLS SUBBASIN TMDL,6-Aug-12,,17040206,American Falls,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/42340
843,ID17040206SK025_02a,17040206,2022,Little Hole Draw,CAT 4A,RIVER,4.11,Miles,"PHOSPHORUS, TOTAL",TMDL,42340,AMERICAN FALLS SUBBASIN TMDL,6-Aug-12,2003 BURP data indicate ALUS - not supporting.,17040206,American Falls,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/42340
3,ID16010102BR003_04,16010102,2022,Thomas Fork - Idaho/Wyoming border to mouth,CAT 4A,RIVER,30.09,Miles,"PHOSPHORUS, TOTAL",TMDL,30351,BEAR RIVER/MALAD RIVER SUBBASIN ASSESSMENT AND TMDL PLAN,29-Jun-06,"Nitrogen, TSS, TP TMDLs approved in 2006.",16010102,Central Bear,Bear River,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/30351
